x0,y0,x1,y1,influence,color
-125.06015,-80.20462,-143.59209,-110.705284,-6.0,"rgba(214, 39, 40, 0.3)"
-125.06015,-80.20462,-49.821747,-53.01578,4.0,"rgba(31, 119, 180, 0.3)"
-125.06015,-80.20462,-171.2433,-118.19353,-5.0,"rgba(214, 39, 40, 0.3)"
-125.06015,-80.20462,-186.70938,-129.05598,6.0,"rgba(31, 119, 180, 0.3)"
-125.06015,-80.20462,-217.18103,-53.281548,9.0,"rgba(31, 119, 180, 0.3)"
-125.06015,-80.20462,-109.08602,-88.18872,5.5,"rgba(31, 119, 180, 0.3)"
-125.06015,-80.20462,-135.17778,-125.83064,-4.0,"rgba(214, 39, 40, 0.3)"
-125.06015,-80.20462,-96.45788,-111.0506,4.0,"rgba(31, 119, 180, 0.3)"
-182.01454,-60.39977,-147.18065,-91.776,8.0,"rgba(31, 119, 180, 0.3)"
-182.01454,-60.39977,-233.32861,-73.489784,-5.5,"rgba(214, 39, 40, 0.3)"
-182.01454,-60.39977,-188.13496,-26.869944,-4.0,"rgba(214, 39, 40, 0.3)"
-182.01454,-60.39977,-128.35324,-35.304626,4.0,"rgba(31, 119, 180, 0.3)"
-182.01454,-60.39977,-218.72076,-36.348537,4.0,"rgba(31, 119, 180, 0.3)"
-106.51035,-180.83052,-103.06737,-167.77542,4.0,"rgba(31, 119, 180, 0.3)"
-103.06737,-167.77542,-111.2322,-193.40863,-4.0,"rgba(214, 39, 40, 0.3)"
-103.06737,-167.77542,-66.648705,-176.45615,-4.0,"rgba(214, 39, 40, 0.3)"
-103.06737,-167.77542,-183.11331,-207.00961,-4.0,"rgba(214, 39, 40, 0.3)"
-127.63049,-208.24243,-156.54285,-211.76643,4.0,"rgba(31, 119, 180, 0.3)"
-127.63049,-208.24243,-133.58589,-222.06589,-4.0,"rgba(214, 39, 40, 0.3)"
-50.357998,-103.157486,-49.821747,-53.01578,5.0,"rgba(31, 119, 180, 0.3)"
-50.357998,-103.157486,-166.22974,-84.58421,-4.0,"rgba(214, 39, 40, 0.3)"
-50.357998,-103.157486,-40.54379,-114.326225,-7.0,"rgba(214, 39, 40, 0.3)"
-50.357998,-103.157486,-96.45788,-111.0506,-4.0,"rgba(214, 39, 40, 0.3)"
-73.49588,-126.43893,-123.62647,-167.71144,-7.0,"rgba(214, 39, 40, 0.3)"
-73.49588,-126.43893,-73.99613,-154.54454,-12.0,"rgba(214, 39, 40, 0.3)"
-73.49588,-126.43893,-135.17778,-125.83064,-10.0,"rgba(214, 39, 40, 0.3)"
-73.49588,-126.43893,-140.31885,-140.74556,-8.0,"rgba(214, 39, 40, 0.3)"
-73.49588,-126.43893,-162.66676,-180.90286,-4.0,"rgba(214, 39, 40, 0.3)"
-73.49588,-126.43893,-84.105644,-114.85921,-5.0,"rgba(214, 39, 40, 0.3)"
-73.49588,-126.43893,-54.530357,-149.17253,-6.0,"rgba(214, 39, 40, 0.3)"
-123.62647,-167.71144,-110.426994,-146.82512,-5.0,"rgba(214, 39, 40, 0.3)"
-123.62647,-167.71144,-207.23557,-112.67368,4.0,"rgba(31, 119, 180, 0.3)"
-123.62647,-167.71144,-173.45142,-197.3385,14.0,"rgba(31, 119, 180, 0.3)"
-123.62647,-167.71144,-176.11249,-177.70094,6.0,"rgba(31, 119, 180, 0.3)"
-123.62647,-167.71144,-162.66676,-180.90286,6.0,"rgba(31, 119, 180, 0.3)"
-123.62647,-167.71144,-107.302925,-206.50635,4.0,"rgba(31, 119, 180, 0.3)"
-123.62647,-167.71144,-165.80875,-193.99628,8.5,"rgba(31, 119, 180, 0.3)"
-123.62647,-167.71144,-53.591488,-141.23312,5.0,"rgba(31, 119, 180, 0.3)"
-123.62647,-167.71144,-190.20886,-191.54784,5.0,"rgba(31, 119, 180, 0.3)"
-123.62647,-167.71144,-202.63644,-140.65309,9.0,"rgba(31, 119, 180, 0.3)"
-123.62647,-167.71144,-184.81535,-156.0767,4.0,"rgba(31, 119, 180, 0.3)"
-123.62647,-167.71144,-171.2433,-118.19353,4.0,"rgba(31, 119, 180, 0.3)"
-123.62647,-167.71144,-74.37078,-193.89275,4.0,"rgba(31, 119, 180, 0.3)"
-73.99613,-154.54454,-140.31885,-140.74556,9.5,"rgba(31, 119, 180, 0.3)"
-135.17778,-125.83064,-182.43033,-199.48409,-4.0,"rgba(214, 39, 40, 0.3)"
-135.17778,-125.83064,-84.105644,-114.85921,4.0,"rgba(31, 119, 180, 0.3)"
-140.31885,-140.74556,-188.2004,-73.97981,-4.0,"rgba(214, 39, 40, 0.3)"
-140.31885,-140.74556,-171.2433,-118.19353,7.5,"rgba(31, 119, 180, 0.3)"
-162.66676,-180.90286,-111.2322,-193.40863,14.5,"rgba(31, 119, 180, 0.3)"
-162.66676,-180.90286,-156.54285,-211.76643,-4.0,"rgba(214, 39, 40, 0.3)"
-162.66676,-180.90286,-209.11464,-188.29393,6.25,"rgba(31, 119, 180, 0.3)"
-162.66676,-180.90286,-173.45142,-197.3385,10.0,"rgba(31, 119, 180, 0.3)"
-162.66676,-180.90286,-166.22974,-84.58421,-7.0,"rgba(214, 39, 40, 0.3)"
-162.66676,-180.90286,-202.63644,-140.65309,57.5,"rgba(31, 119, 180, 0.3)"
-162.66676,-180.90286,-84.105644,-114.85921,4.0,"rgba(31, 119, 180, 0.3)"
-162.66676,-180.90286,-183.11331,-207.00961,4.0,"rgba(31, 119, 180, 0.3)"
-84.105644,-114.85921,-68.59824,-27.058443,-4.0,"rgba(214, 39, 40, 0.3)"
-43.271255,-150.09036,-22.266434,-135.08458,-4.0,"rgba(214, 39, 40, 0.3)"
-43.271255,-150.09036,-63.6722,-151.10608,-4.0,"rgba(214, 39, 40, 0.3)"
-204.01045,-130.31418,-186.70938,-129.05598,4.75,"rgba(31, 119, 180, 0.3)"
-146.01259,-226.7062,-136.18071,-231.43202,5.0,"rgba(31, 119, 180, 0.3)"
-146.01259,-226.7062,-182.43033,-199.48409,-4.0,"rgba(214, 39, 40, 0.3)"
-107.302925,-206.50635,-186.70938,-129.05598,-4.0,"rgba(214, 39, 40, 0.3)"
-107.302925,-206.50635,-80.06584,-213.47652,-4.0,"rgba(214, 39, 40, 0.3)"
-143.59209,-110.705284,-147.18065,-91.776,-4.0,"rgba(214, 39, 40, 0.3)"
-147.18065,-91.776,-110.426994,-146.82512,4.0,"rgba(31, 119, 180, 0.3)"
-147.18065,-91.776,-149.19824,-49.638115,-4.0,"rgba(214, 39, 40, 0.3)"
-147.18065,-91.776,-171.2433,-118.19353,4.0,"rgba(31, 119, 180, 0.3)"
-137.88109,-41.079994,-222.57289,-63.861034,6.0,"rgba(31, 119, 180, 0.3)"
-137.88109,-41.079994,-109.08602,-88.18872,4.0,"rgba(31, 119, 180, 0.3)"
-222.57289,-63.861034,-223.01602,-91.838715,-4.0,"rgba(214, 39, 40, 0.3)"
-222.57289,-63.861034,-218.30759,-29.534292,4.75,"rgba(31, 119, 180, 0.3)"
-222.57289,-63.861034,-188.2004,-73.97981,6.0,"rgba(31, 119, 180, 0.3)"
-222.57289,-63.861034,-184.81535,-156.0767,11.25,"rgba(31, 119, 180, 0.3)"
-49.821747,-53.01578,-38.1417,-66.50739,-4.0,"rgba(214, 39, 40, 0.3)"
-38.1417,-66.50739,-27.603338,-63.07079,5.0,"rgba(31, 119, 180, 0.3)"
-38.1417,-66.50739,-36.311,-90.812195,8.0,"rgba(31, 119, 180, 0.3)"
-38.1417,-66.50739,-22.680454,-75.86813,4.75,"rgba(31, 119, 180, 0.3)"
-27.603338,-63.07079,-33.035408,-49.099934,5.5,"rgba(31, 119, 180, 0.3)"
-27.603338,-63.07079,-22.680454,-75.86813,-5.0,"rgba(214, 39, 40, 0.3)"
-27.603338,-63.07079,-21.501413,-96.948685,-4.0,"rgba(214, 39, 40, 0.3)"
-36.311,-90.812195,-13.847456,-76.31127,-4.5,"rgba(214, 39, 40, 0.3)"
-36.311,-90.812195,-68.59824,-27.058443,9.0,"rgba(31, 119, 180, 0.3)"
-36.311,-90.812195,-38.156197,-124.39291,-6.5,"rgba(214, 39, 40, 0.3)"
-22.680454,-75.86813,-33.035408,-49.099934,4.25,"rgba(31, 119, 180, 0.3)"
-184.81535,-156.0767,-96.36285,-160.19817,4.0,"rgba(31, 119, 180, 0.3)"
-184.81535,-156.0767,-196.56218,-196.56932,14.0,"rgba(31, 119, 180, 0.3)"
-184.81535,-156.0767,-225.6869,-142.12866,6.0,"rgba(31, 119, 180, 0.3)"
-171.2433,-118.19353,-186.70938,-129.05598,9.25,"rgba(31, 119, 180, 0.3)"
-171.2433,-118.19353,-175.24857,-102.283615,4.0,"rgba(31, 119, 180, 0.3)"
-68.59824,-27.058443,-85.73422,-4.706437,7.0,"rgba(31, 119, 180, 0.3)"
-68.59824,-27.058443,-149.19824,-49.638115,-7.0,"rgba(214, 39, 40, 0.3)"
-250.03482,-112.61822,-237.0651,-115.49119,-6.0,"rgba(214, 39, 40, 0.3)"
-250.03482,-112.61822,-239.8921,-128.51259,8.0,"rgba(31, 119, 180, 0.3)"
-110.426994,-146.82512,-224.44543,-104.78094,7.0,"rgba(31, 119, 180, 0.3)"
-110.426994,-146.82512,-66.648705,-176.45615,4.0,"rgba(31, 119, 180, 0.3)"
-224.44543,-104.78094,-234.53676,-88.781075,5.0,"rgba(31, 119, 180, 0.3)"
-224.44543,-104.78094,-202.63644,-140.65309,4.0,"rgba(31, 119, 180, 0.3)"
-177.88292,-189.99843,-176.11249,-177.70094,-4.0,"rgba(214, 39, 40, 0.3)"
-176.11249,-177.70094,-209.11464,-188.29393,-6.0,"rgba(214, 39, 40, 0.3)"
-186.70938,-129.05598,-159.15895,-113.12439,-10.5,"rgba(214, 39, 40, 0.3)"
-186.70938,-129.05598,-234.78752,-104.712425,4.0,"rgba(31, 119, 180, 0.3)"
-186.70938,-129.05598,-194.37297,-148.5533,6.0,"rgba(31, 119, 180, 0.3)"
-186.70938,-129.05598,-96.45788,-111.0506,5.0,"rgba(31, 119, 180, 0.3)"
-159.15895,-113.12439,-207.23557,-112.67368,4.75,"rgba(31, 119, 180, 0.3)"
-159.15895,-113.12439,-40.54379,-114.326225,-5.0,"rgba(214, 39, 40, 0.3)"
-159.15895,-113.12439,-122.41996,-17.63496,-6.0,"rgba(214, 39, 40, 0.3)"
-207.23557,-112.67368,-111.2322,-193.40863,10.0,"rgba(31, 119, 180, 0.3)"
-207.23557,-112.67368,-156.54285,-211.76643,7.0,"rgba(31, 119, 180, 0.3)"
-207.23557,-112.67368,-233.32861,-73.489784,-4.0,"rgba(214, 39, 40, 0.3)"
-207.23557,-112.67368,-213.85544,-101.50167,5.5,"rgba(31, 119, 180, 0.3)"
-213.21185,-177.42047,-209.11464,-188.29393,4.0,"rgba(31, 119, 180, 0.3)"
-175.24857,-102.283615,-150.27626,-32.40346,-4.0,"rgba(214, 39, 40, 0.3)"
-175.24857,-102.283615,-194.37297,-148.5533,-4.0,"rgba(214, 39, 40, 0.3)"
-40.37167,-182.39798,-34.595818,-175.18396,-8.5,"rgba(214, 39, 40, 0.3)"
-40.37167,-182.39798,-53.059563,-194.27519,4.0,"rgba(31, 119, 180, 0.3)"
-111.2322,-193.40863,-63.6722,-151.10608,4.0,"rgba(31, 119, 180, 0.3)"
-111.2322,-193.40863,-156.54285,-211.76643,25.0,"rgba(31, 119, 180, 0.3)"
-111.2322,-193.40863,-83.91298,-192.82695,-4.0,"rgba(214, 39, 40, 0.3)"
-156.54285,-211.76643,-166.36673,-224.80714,-4.0,"rgba(214, 39, 40, 0.3)"
-165.80875,-193.99628,-192.54527,-183.18443,-5.0,"rgba(214, 39, 40, 0.3)"
-192.54527,-183.18443,-209.11464,-188.29393,-4.0,"rgba(214, 39, 40, 0.3)"
-192.54527,-183.18443,-228.88693,-161.07886,-4.0,"rgba(214, 39, 40, 0.3)"
-110.84124,-130.28773,-166.22974,-84.58421,4.0,"rgba(31, 119, 180, 0.3)"
-110.84124,-130.28773,-109.08602,-88.18872,-4.0,"rgba(214, 39, 40, 0.3)"
-228.88693,-161.07886,-209.11464,-188.29393,-4.5,"rgba(214, 39, 40, 0.3)"
-228.88693,-161.07886,-215.37915,-153.38573,6.0,"rgba(31, 119, 180, 0.3)"
-228.88693,-161.07886,-183.11331,-207.00961,7.0,"rgba(31, 119, 180, 0.3)"
-228.88693,-161.07886,-244.82747,-154.18999,-4.0,"rgba(214, 39, 40, 0.3)"
-228.88693,-161.07886,-248.2099,-139.62823,-4.0,"rgba(214, 39, 40, 0.3)"
-228.88693,-161.07886,-239.8921,-128.51259,5.0,"rgba(31, 119, 180, 0.3)"
-209.11464,-188.29393,-239.8921,-128.51259,-5.0,"rgba(214, 39, 40, 0.3)"
-209.11464,-188.29393,-173.45142,-197.3385,4.0,"rgba(31, 119, 180, 0.3)"
-209.11464,-188.29393,-225.6869,-142.12866,-4.0,"rgba(214, 39, 40, 0.3)"
-183.11331,-207.00961,-190.20886,-191.54784,4.0,"rgba(31, 119, 180, 0.3)"
-248.2099,-139.62823,-239.8921,-128.51259,-8.0,"rgba(214, 39, 40, 0.3)"
-150.27626,-32.40346,-145.68398,-60.72576,-9.0,"rgba(214, 39, 40, 0.3)"
-150.27626,-32.40346,-104.98039,1.8854307,4.0,"rgba(31, 119, 180, 0.3)"
-145.68398,-60.72576,-112.640205,-7.167083,4.0,"rgba(31, 119, 180, 0.3)"
-145.68398,-60.72576,-188.2004,-73.97981,7.0,"rgba(31, 119, 180, 0.3)"
-104.98039,1.8854307,-82.13876,3.5288358,7.5,"rgba(31, 119, 180, 0.3)"
-239.8921,-128.51259,-216.84247,-168.1675,-5.0,"rgba(214, 39, 40, 0.3)"
-239.8921,-128.51259,-251.48051,-105.94761,-5.0,"rgba(214, 39, 40, 0.3)"
-218.72076,-36.348537,-196.29822,-12.7699995,-4.5,"rgba(214, 39, 40, 0.3)"
-225.6869,-142.12866,-234.53676,-88.781075,-5.0,"rgba(214, 39, 40, 0.3)"
-225.6869,-142.12866,-166.22974,-84.58421,6.0,"rgba(31, 119, 180, 0.3)"
-225.6869,-142.12866,-196.56218,-196.56932,-4.0,"rgba(214, 39, 40, 0.3)"
-38.156197,-124.39291,-40.54379,-114.326225,-4.0,"rgba(214, 39, 40, 0.3)"
-218.30759,-29.534292,-217.18103,-53.281548,4.0,"rgba(31, 119, 180, 0.3)"
-112.640205,-7.167083,-122.41996,-17.63496,4.0,"rgba(31, 119, 180, 0.3)"
-166.22974,-84.58421,-226.0472,-74.42435,4.75,"rgba(31, 119, 180, 0.3)"
-42.78029,-133.40608,-25.003979,-147.73132,5.0,"rgba(31, 119, 180, 0.3)"
-182.43033,-199.48409,-216.64677,-195.76979,-10.0,"rgba(214, 39, 40, 0.3)"
-196.29822,-12.7699995,-209.4322,-12.173757,4.0,"rgba(31, 119, 180, 0.3)"
-153.39375,-17.023321,-170.14778,7.403783,-5.0,"rgba(214, 39, 40, 0.3)"
-153.39375,-17.023321,-169.53062,-22.085382,-14.0,"rgba(214, 39, 40, 0.3)"
-74.37078,-193.89275,-60.031704,-199.7493,4.0,"rgba(31, 119, 180, 0.3)"
